Date,Temperature (°C),Humidity (%),Rainfall (mm)
2023-12-06,28.671138219171254,88.57241049203742,43.87304313151902
2023-12-07,41.28624040678352,28.831331216760585,13.280002129435303
2023-12-08,37.60090239285857,63.23873566356902,6.475746064140209
2023-12-09,15.308620790646291,40.554141551540454,44.43740399344886
2023-12-10,20.91027237284419,61.5633501886845,47.78257491148767
2023-12-11,18.6971198935063,68.85652912638982,43.106380863272534
2023-12-12,36.038120240043696,82.23063527804013,40.475803736243904
2023-12-13,11.173635215752277,35.48159538204524,32.76209903195109
2023-12-14,29.94613897049608,20.824687149386037,27.542868530456964
2023-12-15,36.68605400092417,30.266422255160546,4.349337995570507
2023-12-16,40.68679728666123,87.50139813860788,20.422660653534937
2023-12-17,21.97286120505676,85.54175581718864,18.6344258506157
2023-12-18,38.744005663520454,64.80598266277312,12.98768918801631
2023-12-19,13.872110793432253,65.038764532524,36.17100568442925
2023-12-20,39.62583021070814,69.87775059096916,24.79378675393854
2023-12-21,14.462103181619383,33.15284589675872,4.052310795382397
2023-12-22,23.905055169612854,88.58089594437199,11.009160097490566
2023-12-23,37.90533780228438,51.40778936690548,34.162938182979794
2023-12-24,15.247109957207083,48.735389618712304,3.8065429745150094
2023-12-25,18.02379883314245,58.91882789621282,42.56034570243843
2023-12-26,35.27883989375732,23.52244750812913,24.757326350698715
2023-12-27,35.2012787791126,32.47125265670596,24.0293288663324
2023-12-28,32.4401671509854,75.35252123197779,29.62038923297588
2023-12-29,34.2881955563485,26.209900094384487,41.234048296257455
2023-12-30,28.995355517165866,65.23640820997912,17.390460395109653
2023-12-31,18.812967061743347,38.40118322609907,33.90080762795318
2024-01-01,22.09935977263718,49.19717105314824,28.28659819978955
2024-01-02,16.3559200880499,41.652030257802494,13.351413508471065
2024-01-03,41.79576964667699,46.67545373487118,43.9314993177579
2024-01-04,30.418712816814217,73.92844288881841,39.871301080346406
2024-01-05,24.029799586727396,42.28412867173813,32.922591732921276
2024-01-06,26.170203127544642,62.480348022267286,42.52908645471209
2024-01-07,43.15491688641354,55.703780164932475,43.364710047990116
2024-01-08,15.367299109062806,69.7753374021986,35.41814883575174
2024-01-09,30.518044120587902,90.26223044935685,41.8506664181836
2024-01-10,27.70610376095631,74.94290729076877,34.87357308346418
2024-01-11,31.400898240212673,36.12052839430676,34.00703858801502
2024-01-12,10.633856433729418,22.33873512959635,30.930568910759217
2024-01-13,40.5243368130453,39.669803322486885,37.63583197788206
2024-01-14,42.624139886926436,64.6308448025191,7.930255264653685
2024-01-15,29.77966142562231,23.856936011318776,44.04353795994642
2024-01-16,34.38277883569123,57.22746854009272,43.5921763872616
2024-01-17,42.28747834120535,64.7632136687667,1.4623641517279573
2024-01-18,34.75335220096895,45.06829181127206,41.290837528238136
2024-01-19,15.338866501999147,77.81841528093665,6.4434933736722595
2024-01-20,30.170092605838462,27.994868985032884,16.755942712957093
2024-01-21,31.235026623399957,25.635333630185656,37.17541281458039
2024-01-22,24.84457349558351,74.61415671527024,8.03799480241541
2024-01-23,35.7755482468653,57.161848715464885,40.89835120595311
2024-01-24,42.70284551691552,71.6301797320802,41.606708897887096
2024-01-25,42.39489795173717,52.61205039528097,25.373386688041812
2024-01-26,25.77937799914462,38.480152492933016,0.319293585841679
2024-01-27,13.963331604426434,81.43267382556498,14.351906658745639
